mean_response_time,p90_response_time,coverage_8min,mean_utilization,max_utilization,mean_queue_length,max_queue_length,queue_fraction,total_incidents,incidents_queued,cbd_mean_rt,cbd_coverage_8min,non_cbd_mean_rt,non_cbd_coverage_8min,random_seed,experiment_id,scenario_id,replication,policy,K,scenario_type
2.6634600472694996,4.270969360150843,0.996661101836394,0.09447142945230455,0.20591485753239072,0.0,0,0.0,599,0,2.5110415983572363,1.0,2.83827690623697,0.992831541218638,45,cbd_robustness,B_cbdslow_P1,3,P1,20,cbd_slow_service
2.684774039281426,4.049112206495522,0.9896013864818024,0.08987919334586257,0.15773132404015971,0.0,0,0.0,577,0,2.4212708309193607,1.0,3.0198588278678318,0.9763779527559056,46,cbd_robustness,B_cbdslow_P1,4,P1,20,cbd_slow_service
2.632383670618438,4.049112206496375,0.9945155393053017,0.08467156777108639,0.15106491419062695,0.0,0,0.0,547,0,2.45674179120727,0.993485342019544,2.857058908031891,0.9958333333333333,47,cbd_robustness,B_cbdslow_P1,5,P1,20,cbd_slow_service
2.614343703729678,4.049112206496375,0.998165137614679,0.08644505452218798,0.15204449222686744,0.0,0,0.0,545,0,2.38412090061287,1.0,2.924946020003647,0.9956896551724138,48,cbd_robustness,B_cbdslow_P1,6,P1,20,cbd_slow_service
2.7341152506089217,4.558934647795603,0.9930313588850174,0.09355002700113396,0.15216594870262687,0.0,0,0.0,574,0,2.4695056457654685,1.0,3.0844283711911444,0.9838056680161943,49,cbd_robustness,B_cbdslow_P1,7,P1,20,cbd_slow_service
2.6680202337996266,4.049112206495522,0.9930434782608696,0.09217244721667923,0.17008704492017737,0.0,0,0.0,575,0,2.424846220155637,1.0,3.017325278822138,0.9830508474576272,50,cbd_robustness,B_cbdslow_P1,8,P1,20,cbd_slow_service
2.6814035625312425,4.2693951032126165,0.9983361064891847,0.09629085607473534,0.17268095834833738,0.0,0,0.0,601,0,2.5355188593090943,1.0,2.8676275965686058,0.9962121212121212,51,cbd_robustness,B_cbdslow_P1,9,P1,20,cbd_slow_service
2.643379900664658,4.009710993652162,0.9934102141680395,0.09594136792139003,0.16908326567880133,0.0,0,0.0,607,0,2.4764962275174915,0.9941520467836257,2.858754301481,0.9924528301886792,52,cbd_robustness,B_cbdslow_P1,10,P1,20,cbd_slow_service
2.765235408473877,4.397984307168542,0.9965928449744463,0.0941772505503338,0.15578797340401968,0.0,0,0.0,587,0,2.6201583651934097,1.0,2.959442127765658,0.9920318725099602,53,cbd_robustness,B_cbdslow_P1,11,P1,20,cbd_slow_service
2.6326650751479503,3.9989199396492836,0.9925788497217068,0.08493570653816454,0.16465712391448178,0.0,0,0.0,539,0,2.4095232620607057,1.0,2.8811838003117836,0.984313725490196,54,cbd_robustness,B_cbdslow_P1,12,P1,20,cbd_slow_service
2.6725287221467915,3.9908902760507203,0.9965156794425087,0.09010138083377432,0.16821140694021328,0.0,0,0.0,574,0,2.4086792791837914,1.0,2.988945870221193,0.9923371647509579,55,cbd_robustness,B_cbdslow_P1,13,P1,20,cbd_slow_service
2.6307143428072997,4.049112206495693,0.9982425307557118,0.09104932968701725,0.1878606718132425,0.0,0,0.0,569,0,2.4601442057842013,1.0,2.836324081621965,0.9961240310077519,56,cbd_robustness,B_cbdslow_P1,14,P1,20,cbd_slow_service
2.7169751259944857,4.25210993659355,0.9965095986038395,0.08826290729591041,0.1463190071032114,0.0,0,0.0,573,0,2.515280891233203,0.9968847352024922,2.9738951631308814,0.996031746031746,57,cbd_robustness,B_cbdslow_P1,15,P1,20,cbd_slow_service
2.6647906884835786,4.049112206495693,0.9928443649373881,0.08815644378054416,0.14475524436944126,0.0,0,0.0,559,0,2.4599658586737685,0.9935275080906149,2.917954178128504,0.992,58,cbd_robustness,B_cbdslow_P1,16,P1,20,cbd_slow_service
